Date,Open,High,Low,Close,Volume,Adj Close,,Adj Close 364 days ago,Diff with a year ago,Diff-percent
05/05/15,212.429993,212.850006,210.130005,210.339996,2541700,206.83674,06/05/14,181.293142,25.54360,0.140897
04/05/15,212.649994,213.419998,212.529999,212.800003,1834400,209.255775,05/05/14,182.874971,26.38080,0.144256
01/05/15,210.809998,212.190002,210.699997,212.119995,2983100,208.587093,02/05/14,182.54702,26.04007,0.142649
30/04/15,211.300003,211.759995,209.020004,209.850006,3738000,206.354911,01/05/14,182.701348,23.65356,0.129466
29/04/15,211.75,212.710007,211.029999,211.990005,3653300,208.459268,30/04/14,182.817087,25.64218,0.140261
28/04/15,212.160004,212.919998,210.75,212.820007,4874300,209.275446,29/04/14,182.170854,27.10459,0.148787
27/04/15,213.770004,213.880005,211.949997,212.240005,2234700,208.705104,28/04/14,181.399241,27.30586,0.150529
24/04/15,213.070007,213.389999,212.520004,213.080002,1838500,209.53111,25/04/14,180.801222,28.72989,0.158903
23/04/15,211.580002,213.369995,211.449997,212.610001,3736600,209.068937,24/04/14,182.315542,26.75340,0.146742
22/04/15,211.440002,212.259995,210.320007,212.080002,2709300,208.547766,23/04/14,181.929721,26.61805,0.146309
21/04/15,212.100006,212.259995,210.660004,211.059998,2663900,207.54475,22/04/14,182.305887,25.23886,0.138442
20/04/15,210.479996,211.649994,210.380005,211.279999,2644900,207.761087,21/04/14,181.543915,26.21717,0.144412
17/04/15,210.369995,210.619995,208.399994,209.360001,4583700,205.873067,18/04/14,180.888026,24.98504,0.138124
16/04/15,211.460007,212.380005,211.210007,211.809998,3055800,208.282258,17/04/14,180.608319,27.67394,0.153226
15/04/15,211.479996,212.449997,211.350006,211.910004,2765900,208.380599,16/04/14,178.785357,29.59524,0.165535
14/04/15,210.270004,211.110001,209.490005,210.830002,2816200,207.318585,15/04/14,177.50253,29.81606,0.167975
13/04/15,211.309998,212.029999,210.460007,210.460007,1428800,206.954752,14/04/14,176.123258,30.83149,0.175056
10/04/15,210.589996,211.490005,210.369995,211.429993,1737800,207.908582,11/04/14,177.695433,30.21315,0.170028
09/04/15,209.199997,210.570007,208.600006,210.330002,2190400,206.826912,10/04/14,181.563209,25.26370,0.139145
08/04/15,208.970001,209.889999,208.460007,209.410004,2862500,205.922237,09/04/14,179.634149,26.28809,0.146342
07/04/15,209.229996,210.149994,208.649994,208.660004,2247200,205.184728,08/04/14,178.833587,26.35114,0.147350
06/04/15,206.759995,209.850006,206.589996,209.279999,2648600,205.794397,07/04/14,180.907321,24.88708,0.137568
02/04/15,207,208.350006,206.759995,207.759995,2798100,204.299709,03/04/14,183.077514,21.22220,0.115919
01/04/15,207.770004,207.779999,205.880005,207.179993,6568300,203.729367,02/04/14,183.251138,20.47823,0.111750
31/03/15,208.639999,209.490005,207.759995,207.830002,3409700,204.36855,01/04/14,182.662773,21.70578,0.118830
30/03/15,208.350006,209.990005,208.350006,209.619995,3308800,206.128731,31/03/14,181.46675,24.66198,0.135904
27/03/15,206.529999,207.330002,206.289993,207.100006,2208600,203.650713,28/03/14,179.942791,23.70792,0.131753
26/03/15,206.350006,207.740005,205.5,206.679993,4182600,203.237695,27/03/14,179.180818,24.05688,0.134260
25/03/15,210.470001,210.770004,207.110001,207.190002,4066700,203.73921,26/03/14,179.48946,24.24975,0.135104
24/03/15,212.220001,212.820007,211.149994,211.169998,4224100,206.667605,25/03/14,180.839812,25.82779,0.142821
23/03/15,212.860001,213.529999,212.440002,212.5,2388300,207.96925,24/03/14,179.951462,28.01779,0.155696
20/03/15,212.119995,213.449997,212.039993,212.850006,3179400,208.311793,21/03/14,180.710071,27.60172,0.152740
19/03/15,211.449997,211.779999,210.520004,210.990005,3664700,206.49145,20/03/14,181.391842,25.09961,0.138372
18/03/15,208.869995,212.759995,208.080002,211.899994,5602300,207.382037,19/03/14,180.335572,27.04647,0.149979
17/03/15,209.210007,209.889999,208.449997,209.429993,3231900,204.964699,18/03/14,181.334229,23.63047,0.130314
16/03/15,208.169998,210.149994,208.139999,210.139999,3195600,205.659567,17/03/14,180.00909,25.65048,0.142495
13/03/15,208.199997,208.389999,206.009995,207.270004,4123500,202.850764,14/03/14,178.376647,24.47412,0.137205
12/03/15,206.699997,208.630005,206.630005,208.550003,4477200,204.103471,13/03/14,178.866386,25.23709,0.141095
11/03/15,206.740005,206.940002,205.830002,205.979996,2934100,201.58826,12/03/14,180.911716,20.67654,0.114291
10/03/15,208.169998,208.229996,206.399994,206.419998,4051500,202.018881,11/03/14,180.892521,21.12636,0.116790
09/03/15,209.179993,210.240005,209.100006,209.850006,2579300,205.375757,10/03/14,181.795161,23.58060,0.129710
06/03/15,210.899994,211.419998,208.559998,208.979996,6450200,204.524296,07/03/14,181.871969,22.65233,0.124551
05/03/15,212.110001,212.279999,211.350006,211.929993,2937500,207.411396,06/03/14,181.756743,25.65465,0.141148
04/03/15,211.910004,211.970001,210.550003,211.710007,4795800,207.1961,05/03/14,181.238213,25.95789,0.143225
03/03/15,212.970001,213.070007,211.570007,212.600006,3137300,208.067124,04/03/14,181.315035,26.75209,0.147545
02/03/15,212.270004,213.559998,212.25,213.559998,8313900,209.006647,03/03/14,178.693533,30.31311,0.169637
27/02/15,212.770004,213.089996,212.149994,212.210007,3932500,207.685439,28/02/14,179.893849,27.79159,0.154489
26/02/15,213.059998,213.190002,212.160004,212.910004,4450300,208.370512,27/02/14,179.509754,28.86076,0.160775
25/02/15,213.160004,213.740005,212.729996,213.149994,2066100,208.605385,26/02/14,178.559098,30.04629,0.168271
24/02/15,212.619995,213.550003,212.270004,213.309998,2244700,208.761977,25/02/14,178.559098,30.20288,0.169148
23/02/15,212.440002,212.710007,211.970001,212.669998,2630500,208.135623,24/02/14,178.472679,29.66294,0.166204
20/02/15,210.940002,212.800003,210.229996,212.740005,4613500,208.204138,21/02/14,177.723682,30.48046,0.171505
19/02/15,210.919998,211.899994,210.720001,211.449997,2185200,206.941634,20/02/14,177.819699,29.12194,0.163772
18/02/15,211.130005,211.699997,210.820007,211.619995,2141000,207.108008,19/02/14,176.821042,30.28697,0.171286
17/02/15,210.889999,211.800003,210.589996,211.660004,2256100,207.147163,18/02/14,178.002149,29.14501,0.163734
13/02/15,210.509995,211.309998,210.240005,211.279999,3099400,206.77526,14/02/14,177.733279,29.04198,0.163402
12/02/15,209.380005,210.449997,209.149994,210.330002,4695500,205.845519,13/02/14,176.792235,29.05328,0.164336
11/02/15,208.070007,208.889999,207.270004,208.389999,7154900,203.946879,12/02/14,175.93761,28.00927,0.159200
10/02/15,207.330002,208.570007,206.259995,208.289993,2888300,203.849005,11/02/14,175.793578,28.05543,0.159593
09/02/15,206.210007,207.089996,205.580002,206.059998,6166700,201.666556,10/02/14,173.873072,27.79348,0.159849
06/02/15,208.020004,208.720001,206.399994,206.949997,3844700,202.537579,07/02/14,173.633008,28.90457,0.166469
05/02/15,206.320007,207.740005,206.229996,207.619995,7029700,203.193292,06/02/14,171.395616,31.79768,0.185522
04/02/15,205.389999,206.820007,204.960007,205.470001,6147000,201.089139,05/02/14,169.139015,31.95012,0.188899
03/02/15,204.419998,206.289993,204,206.199997,3616700,201.80357,04/02/14,169.35987,32.44370,0.191567
02/02/15,201.479996,203.429993,199.270004,203.309998,4535100,198.975189,03/02/14,168.207569,30.76762,0.182915
30/01/15,201.990005,203.580002,200.539993,200.869995,9675500,196.58721,31/01/14,172.048582,24.53863,0.142626
29/01/15,201.729996,203.720001,200.080002,203.449997,7315800,199.112203,30/01/14,173.133673,25.97853,0.150049
28/01/15,205.630005,205.720001,201.330002,201.520004,6542800,197.22336,29/01/14,171.289988,25.93337,0.151400
27/01/15,204.440002,205.550003,203.149994,204.160004,5848900,199.807072,28/01/14,172.960819,26.84625,0.155216
26/01/15,206.179993,207.009995,205.289993,206.940002,3336100,202.527798,27/01/14,171.846937,30.68086,0.178536
23/01/15,207.199997,207.539993,206.240005,206.389999,4820000,201.989522,24/01/14,172.749563,29.23996,0.169262
22/01/15,205.440002,207.710007,203.759995,207.5,4845500,203.075856,23/01/14,176.561769,26.51409,0.150169
21/01/15,202.919998,205.070007,202.369995,204.5,5354100,200.139819,22/01/14,178.021358,22.11846,0.124246
20/01/15,203.789993,204.119995,201.589996,203.5,3629000,199.16114,21/01/14,177.896521,21.26462,0.119534
16/01/15,200.179993,203.229996,199.949997,203,4981700,198.671801,17/01/14,177.406797,21.26500,0.119866
15/01/15,203.029999,203.419998,200.279999,200.429993,8726300,196.156589,16/01/14,178.088583,18.06801,0.101455
14/01/15,201.050003,202.490005,199.970001,202.330002,8016900,198.016088,15/01/14,178.395857,19.62023,0.109981
13/01/15,205.559998,206.910004,201.949997,203.559998,8469300,199.219859,14/01/14,177.387588,21.83227,0.123077
12/01/15,205.850006,206.029999,203.350006,204.089996,3501600,199.738557,13/01/14,175.515097,24.22346,0.138014
09/01/15,207.839996,207.850006,204.949997,205.649994,4394600,201.265294,10/01/14,177.867714,23.39758,0.131545
08/01/15,205.449997,207.589996,205.429993,207.399994,4683200,202.977982,09/01/14,177.406797,25.57119,0.144139
